"id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue","umpire1","umpire2","umpire3"
11335,2019,"Chennai","26/04/19","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",46,0,"RG Sharma","M. A. Chidambaram Stadium","Nigel Llong","Anil Chaudhary","Vineet Kulkarni"
11336,2019,"Jaipur","27/04/19","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"JD Unadkat","Sawai Mansingh Stadium","Yeshwant Barde","Nand Kishore","Sundaram Ravi"
11337,2019,"Delhi","28/04/19","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","normal",0,"Delhi Capitals",16,0,"S Dhawan","Feroz Shah Kotla Ground","Bruce Oxenford","KN Ananthapadmanabhan","C Shamshuddin"
11338,2019,"Kolkata","28/04/19","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Kolkata Knight Riders",34,0,"AD Russell","Eden Gardens","Ian Gould","Nitin Menon","Anil Dandekar"
11339,2019,"Hyderabad","29/04/19","Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",45,0,"DA Warner","Rajiv Gandhi Intl. Cricket Stadium","S Ravi","O Nandan","Nanda Kishore"
11340,2019,"Bengaluru","30/04/19","Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals","field","no result",0,"",0,0,"","M. Chinnaswamy Stadium","Nigel Llong","Ulhas Gandhe","Anil Chaudhary"
11341,2019,"Chennai","01/05/19","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","normal",0,"Chennai Super Kings",80,0,"MS Dhoni","M. A. Chidambaram Stadium","Anil Dandekar","Nitin Menon","Ian Gould"
11342,2019,"Mumbai","02/05/19","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","tie",0,"Mumbai Indians",0,0,"JJ Bumrah","Wankhede Stadium","S Ravi","O Nandan","Nanda Kishore"
11343,2019,"Mohali","03/05/19","Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"S Gill","IS Bindra Stadium","Bruce Oxenford","C Shamshuddin","KN Ananthapadmanabhan"
11344,2019,"Delhi","04/05/19","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","bat","normal",0,"Delhi Capitals",0,5,"A Mishra","Feroz Shah Kotla Ground","Ian Gould","Anil Dandekar","Nitin Menon"
11345,2019,"Bengaluru","04/05/19","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"S Hetmyer","M. Chinnaswamy Stadium","Nigel Llong","Anil Chaudhary","Ulhas Gandhe"
11346,2019,"Mohali","05/05/19","Chennai Super Kings","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","IS Bindra Stadium","KN Ananthapadmanabhan","C Shamshuddin","Bruce Oxenford"
11347,2019,"Mumbai","05/05/19","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,9,"HH Pandya","Wankhede Stadium","Nanda Kishore","O Nandan","S Ravi"
11412,2019,"Chennai","07/05/19","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","normal",0,"Mumbai Indians",0,6,"AS Yadav","M. A. Chidambaram Stadium","Nigel Llong","Nitin Menon","Ian Gould"
11413,2019,"Visakhapatnam","08/05/19","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,2,"RR Pant","ACA-VDCA Stadium","","",""
11414,2019,"Visakhapatnam","10/05/19","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"F du Plessis","ACA-VDCA Stadium","Sundaram Ravi","Bruce Oxenford","Chettithody Shamshuddin"
11415,2019,"Hyderabad","12/05/19","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",1,0,"JJ Bumrah","Rajiv Gandhi Intl. Cricket Stadium","Nitin Menon","Ian Gould","Nigel Llong"
